"Povolani";"Pocet_zamestnancu_v_tis";"Kc_mes_median";"Kc_mes_1_decil";"Kc_mes_1_kvartil";"Kc_mes_3_kvartil";"Kc_mes_9_decil";"Kc_mes_prumer";"odmeny_%";"priplatky_%";"nahrady_%";"hod_mes";"CZ_ISCO";"Kategorie_zamestnani_CZ_ISCO";"Dataset"
"404";"Urednici V Oblasti Ucetnictvi";2.3706;25105.8019;19153.9666;21855.624;28652.3278;33120.4438;25762.6015;5.76;14.41;6.37;173.9284;"4311";"4311 urednici v oblasti ucetnictvi";"Verejna_sfera"
"159";"Modelari, Formiri, Jadrari A Slevaci Ve Slevarnach";2.3495;24846.1933;18167.532;21770.123;27974.2376;32968.2228;25221.4365;20.16;8.86;7.88;171.9243;"7211";"7211 Modelari, formiri, jadrari a slevaci ve slevarnach ";"Soukroma_sfera"
"3";"Ridici Pracovnici V Oblasti Lidskych Zdroju";2.3339;70830.6826;31377.8792;45432.6981;103850.6326;169879.2768;90690.7358;21.71;1.51;6.13;170.3982;"1212";"1212 ridici pracovnici v oblasti lidskych zdroju";"Soukroma_sfera"
"66";"Technici V Chemickych A Fyzikalnich Vedach (krome Chemickeho Inzenyrstvi)";2.3145;28706.201;20123.1607;23700.2227;36052.9535;45365.0673;31465.2539;15.37;3.43;6.28;170.2277;"3111";"3111 Technici v chemickych a fyzikalnich vedach (krome chemickeho inzenyrstvi)";"Soukroma_sfera"
"358";"Zdravotnicti Zachranari";2.282;36413.6241;28496.4268;32387.8908;40757.0665;45137.201;36699.4524;1.73;27.25;8.38;174.0357;"3258";"3258 Zdravotnicti zachranari";"Verejna_sfera"
"72";"Dulni, Hutni, Slevarensti Technici";2.2717;37038.2734;25037.8805;30060.9854;43378.8273;52986.6014;38348.7585;18.7;7.78;7.96;165.9584;"3117";"3117 Dulni, hutni, slevarensti technici ";"Soukroma_sfera"
"113";"Technici V Oblasti Telekomunikaci A Radiokomunikaci";2.2423;29485.1768;22837.6461;23634.0301;41605.6101;62122.812;37122.8384;14.47;5.35;5.23;175.0206;"3522";"3522 Technici v oblasti telekomunikaci a radiokomunikaci";"Soukroma_sfera"
"35";"Prakticti Lekari";2.2417;23683.4268;14781.4107;16349.3557;28564.0882;46493.9177;27290.42;9.5;1.17;8.18;176.1282;"2211";"2211 Prakticti lekari";"Soukroma_sfera"
"79";"Technici A Laboranti V Biologickych A Pribuznych Oborech (krome Zdravotnickych)";2.1989;24347.0815;15726.5655;19353.6004;29259.138;41881.3149;27107.2533;16.97;1.62;6.22;172.2591;"3141";"3141 Technici a laboranti v biologickych a pribuznych oborech (krome zdravotnickych)";"Soukroma_sfera"
"392";"Sekretari (vseobecni)";2.1506;23700.789;17163.3333;20004.5833;28021.4767;31895.9281;24358.9564;7.36;15.56;6.28;173.7;"4120";"4120 Sekretari (vseobecni)";"Verejna_sfera"
"243";"Ostatni Ridici Pracovnici Spravy Podniku, Administrativnich A Podpurnych Cinnosti";2.1436;44661.9171;30062.8329;36382.5954;57526.8285;72797.0771;48721.1997;12.34;29.4;6.87;174.0604;"1219";"1219 Ostatni ridici pracovnici spravy podniku, administrativnich a podpurnych cinnosti ";"Verejna_sfera"
"52";"Specialiste V Oblasti Testovani Softwaru A Pribuzni Pracovnici";2.1022;48985.3531;27672.4186;35210.8996;72466.8313;101310.8494;59656.9736;11.47;3.37;6.29;172.52;"2519";"2519 Specialiste v oblasti testovani softwaru a pribuzni pracovnici ";"Soukroma_sfera"
"200";"Obsluha Stroju Na Vyrobu, Upravu Textilnich, Kozenych, Kozesinovych Vyrobku J. N.";2.0888;19303.5187;14126.1666;17083.2522;22354.4221;26907.3362;20205.7755;15.25;8.68;6.4;171.2423;"8159";"8159 Obsluha stroju na vyrobu, upravu textilnich, kozenych, kozesinovych vyrobku j. n.";"Soukroma_sfera"
"74";"Mistri A Pribuzni Pracovnici V Oblasti Tezby, Hutni Vyroby A Slevarenstvi";2.0777;37867.7908;27959.2779;33041.7746;43750.3249;49112.7389;39337.2016;20.97;9.49;8.41;168.9552;"3121";"3121 Mistri a pribuzni pracovnici v oblasti tezby, hutni vyroby a slevarenstvi";"Soukroma_sfera"
"14";"Ridici Pracovnici V Oblasti Zdravotnictvi";2.0072;58117.0935;30395.4349;37003.4132;87881.5943;121897.459;66892.3171;15.49;7.63;7.15;175.973;"1342";"1342 ridici pracovnici v oblasti zdravotnictvi";"Soukroma_sfera"
"393";"Pracovnici Pro Zpracovani Textu, Pisari";1.9947;18377.4141;14636.6083;16310.1666;20283.8333;22525.1734;18585.228;8.23;5.58;5.89;173.6628;"4131";"4131 Pracovnici pro zpracovani textu, pisari";"Verejna_sfera"
"356";"Zdravotnicti Asistenti (prakticke Sestry)";1.9887;23333.1754;18123.1419;20376.3429;27223.206;30646.9953;23951.4488;2.16;19.47;7.02;170.479;"3256";"3256 Zdravotnicti asistenti (prakticke sestry)";"Verejna_sfera"
"133";"Stevardi A Jini Obsluzni Pracovnici V Doprave";1.9853;22798.3977;17249.1855;20266.0367;27035.2037;35717.0052;25091.4478;7.58;20.43;6.9;167.7436;"5111";"5111 Stevardi a jini obsluzni pracovnici v doprave";"Soukroma_sfera"
"319";"Specialiste Archivari, Kuratori A Spravci Pamatkovych Objektu";1.9441;25335.8231;19262.4096;21856.2758;29606.7274;34687.5596;26461.5893;4.71;11.98;5.74;173.2878;"2621";"2621 Specialiste archivari, kuratori a spravci pamatkovych objektu";"Verejna_sfera"
"88";"Odborni Pracovnici V Oblasti Rehabilitace";1.8799;22909.5467;16320.3875;19237.2266;26435.89;29598.4188;23062.3726;11.86;2.46;7.37;168.2554;"3255";"3255 Odborni pracovnici v oblasti rehabilitace";"Soukroma_sfera"
"313";"Systemovi Administratori, Spravci Pocitacovych Siti";1.8788;31081.6316;23549.8917;27075.9691;35877.4518;42317.6141;32210.9168;5.77;18.22;6.44;174.4307;"2522";"2522 Systemovi administratori, spravci pocitacovych siti ";"Verejna_sfera"
"222";"Figuranti, Delnici Vykopovych Praci A Delnici V Oblasti Vystavby Inzenyrskych Del";1.8351;23683.4205;16296.5926;18536.8469;28202.3702;33653.2865;24236.7323;22.91;3.52;8.03;181.3476;"9312";"9312 Figuranti, delnici vykopovych praci a delnici v oblasti vystavby inzenyrskych del";"Soukroma_sfera"
"89";"Zdravotnicti Asistenti (prakticke Sestry)";1.7915;19700.8585;16813.8024;17865.5797;22324.0972;24923.9795;20252.4202;5.91;11.15;6.45;167.1381;"3256";"3256 Zdravotnicti asistenti (prakticke sestry)";"Soukroma_sfera"
"329";"Hudebnici, Zpevaci A Skladatele";1.7802;25705.4764;19364.5159;22325.9499;29388.7629;38123.7822;27132.8434;3.94;13.18;0.97;173.1379;"2652";"2652 Hudebnici, zpevaci a skladatele";"Verejna_sfera"
"232";"Pomocni Pracovnici Udrzby Budov A Souvisejicich Prostor";1.7787;15215.5543;11220.547;12843.8993;19034.1533;24489.7319;16795.9677;12.01;1.63;6.48;173.5959;"9622";"9622 Pomocni pracovnici udrzby budov a souvisejicich prostor";"Soukroma_sfera"
"430";"Osetrovatele A Prac.socialnich Sluzeb V Obl. Ambulantnich,terennich Sluzeb,domaci Pece";1.7723;18198.5098;14924.2762;16425.5;19960.8418;21812.9942;18601.0375;4.52;15.58;6.55;175.3271;"5322";"5322 Osetrovatele a prac.socialnich sluzeb v obl. ambulantnich,terennich sluzeb,domaci pece ";"Verejna_sfera"
"188";"Obsluha Zarizeni Na Upravu Rudnych A Nerudnych Surovin";1.7663;24674.1944;20063.49;22317.3188;27738.6841;30671.4048;25217.0282;16.11;11.01;8.61;167.6504;"8112";"8112 Obsluha zarizeni na upravu rudnych a nerudnych surovin";"Soukroma_sfera"
"411";"Pracovnici Evidence Dat A Archivu";1.6981;22186.7262;16871.5197;19400.8333;25279.0473;29270.5818;22882.9708;5.57;11.68;6.12;173.8913;"4415";"4415 Pracovnici evidence dat a archivu";"Verejna_sfera"
"145";"Obsluha V Zarizenich Rychleho Obcerstveni";1.6884;16510.1239;12446.9529;14398.1012;19574.3923;24544.6444;17752.3722;6.14;5.58;5.92;171.7251;"5246";"5246 Obsluha v zarizenich rychleho obcerstveni";"Soukroma_sfera"
"444";"Nastrojari A Pribuzni Pracovnici";1.6721;20537.073;15414;17655.9791;23389.992;26820.2863;20862.4834;4.49;16.63;5.93;175.8577;"7222";"7222 Nastrojari a pribuzni pracovnici";"Verejna_sfera"
"269";"Specialiste V Oblasti Ochrany Zivotniho Prostredi (krome Prumyslove Ekologie)";1.6614;29909.9681;22651.0518;26038.0817;34612.841;40610.0271;30920.6521;8;13.53;6.42;173.4378;"2133";"2133 Specialiste v oblasti ochrany zivotniho prostredi (krome prumyslove ekologie)";"Verejna_sfera"
"106";"Odborni Pracovnici V Oblasti Socialni Prace";1.6578;19882.6067;14144.8176;17259.8306;23012.1495;26840.9411;20615.0636;7.42;2.51;5.64;172.6375;"3412";"3412 Odborni pracovnici v oblasti socialni prace";"Soukroma_sfera"
"317";"Soudci A Pribuzni Pracovnici";1.6068;25931.6252;20828.2946;23075.1535;29363.6695;32229.3531;26658.9397;9.52;6.22;6.29;173.4074;"2612";"2612 Soudci a pribuzni pracovnici";"Verejna_sfera"
"62";"Specialiste V Cirkevni Oblasti A V Pribuznych Oblastech";1.5973;20531.4484;14218.6058;17457.3797;25332.8382;30739.626;21971.0423;12.77;4.27;3.78;173.3366;"2636";"2636 Specialiste v cirkevni oblasti a v pribuznych oblastech";"Soukroma_sfera"
"229";"Pracovnici Odvozu A Recyklace Odpadu";1.5719;18022.882;10870.273;15308.681;21602.2816;25436.4063;18461.2878;9.73;7.3;8.16;176.7019;"9611";"9611 Pracovnici odvozu a recyklace odpadu";"Soukroma_sfera"
"153";"Kvalifikovani Pracovnici V Lesnictvi A Pribuznych Oblastech";1.5579;19226.231;13845.4281;15409.3836;22809.1047;26591.3331;19926.4297;16.79;1.93;9.01;172.2932;"6210";"6210 Kvalifikovani pracovnici v lesnictvi a pribuznych oblastech";"Soukroma_sfera"
"279";"Prakticti Lekari";1.5544;50136.9496;31281.2022;40113.5444;62571.4046;78354.7979;53066.4094;6.7;22.85;6.06;189.6423;"2211";"2211 Prakticti lekari";"Verejna_sfera"
"170";"Sklari, Brusici Skla, Vyrobci Bizuterie A Sklenenych Ozdob";1.5119;19906.1198;11950.8083;16496.3713;23589.6489;28667.808;20602.8745;18.95;8.13;7.41;168.0754;"7315";"7315 Sklari, brusici skla, vyrobci bizuterie a sklenenych ozdob";"Soukroma_sfera"
"53";"Navrhari A Spravci Databazi";1.4843;43938.7312;18994.2228;30039.4788;65293.6032;96147.8788;51857.8823;16.17;3.59;6.44;173.4545;"2521";"2521 Navrhari a spravci databazi";"Soukroma_sfera"
"147";"Osetrovatele A Prac.socialnich Sluzeb V Obl. Ambulantnich,terennich Sluzeb,domaci Pece";1.4482;15649.0287;12998.7484;14303;17492.6545;19998.3172;16035.779;6.72;4.19;6.65;174.1681;"5322";"5322 Osetrovatele a prac.socialnich sluzeb v obl. ambulantnich,terennich sluzeb,domaci pece ";"Soukroma_sfera"
"268";"Specialiste V Oblasti Zemedelstvi, Lesnictvi, Rybarstvi A Vodniho Hospodarstvi";1.4306;29698.3404;23044.7789;25970.7238;33907.2058;39138.5653;31185.4362;8.82;13.59;5.65;173.5171;"2132";"2132 Specialiste v oblasti zemedelstvi, lesnictvi, rybarstvi a vodniho hospodarstvi";"Verejna_sfera"
"374";"Pracovnici Verejne Spravy Vydavajici Ruzna Povoleni";1.4274;26831.0461;21524.3164;24035.4483;29866.8199;32979.8907;27168.8541;5.19;14.83;6.28;173.4134;"3354";"3354 Pracovnici verejne spravy vydavajici ruzna povoleni ";"Verejna_sfera"
"112";"Technici V Oblasti Vysilani A Audiovizualnich Zaznamu";1.3964;31191.146;21723.3655;26633.3913;36364.8923;41983.9479;32179.9079;4.5;10.98;6.38;171.1478;"3521";"3521 Technici v oblasti vysilani a audiovizualnich zaznamu";"Soukroma_sfera"
"348";"Technici A Asistenti Pro Obsluhu Lekarskych Zarizeni";1.3941;34134.4293;24373.7129;28532.6244;41629.8724;49755.9168;35996.7511;6.5;20.46;6.92;183.9645;"3211";"3211 Technici a asistenti pro obsluhu lekarskych zarizeni";"Verejna_sfera"
"253";"Ridici Pracovnici V Oblasti Zdravotnictvi";1.3829;51734.7445;27747.8869;32684.4052;80037.6515;113900.2648;61360.8576;12.48;29.8;6.45;176.1024;"1342";"1342 ridici pracovnici v oblasti zdravotnictvi";"Verejna_sfera"
"103";"Odborni Administrativni Pracovnici V Pravni Oblasti";1.3198;29253.9533;16884.3064;22902.8188;35318.5459;42199.1132;30784.3847;16.29;1.03;5.99;170.9558;"3342";"3342 Odborni administrativni pracovnici v pravni oblasti";"Soukroma_sfera"
"324";"Psychologove";1.2977;29114.265;23184.8874;25354.2126;33911.7417;39091.0718;30505.1846;3.37;13.16;7.01;173.9867;"2634";"2634 Psychologove";"Verejna_sfera"
"197";"Obsluha Stroju Na Upravu Vlaken, Dopradani A Navijeni Prize A Niti";1.2936;21870.5966;17245.1767;19525.8337;24252.1196;27300.8074;22668.0469;19.93;16.11;5.67;172.9512;"8151";"8151 Obsluha stroju na upravu vlaken, dopradani a navijeni prize a niti";"Soukroma_sfera"
"377";"Odborni Pracovnici V Pravni Oblasti, Bezpecnosti A V Pribuznych Oborech";1.2699;28156.4494;20186.1482;24111.9656;33323.8956;40434.5125;29333.9132;8.68;14.49;6.92;174.6184;"3411";"3411 Odborni pracovnici v pravni oblasti, bezpecnosti a v pribuznych oborech";"Verejna_sfera"
"61";"Specialiste V Oblasti Socialni Prace";1.2651;22468.9723;15834.249;19186.2252;28689.8316;33157.8649;24094.6536;6.27;1.3;6.36;173.2521;"2635";"2635 Specialiste v oblasti socialni prace";"Soukroma_sfera"
"241";"Ridici Pracovnici V Oblasti Financi (krome Financnich A Pojistovacich Sluzeb)";1.2599;43732.2772;29940.1025;35633.9887;56662.3239;71540.6704;48325.5594;12.68;30.19;7.04;174.0457;"1211";"1211 ridici pracovnici v oblasti financi (krome financnich a pojistovacich sluzeb)";"Verejna_sfera"
"299";"Lektori A Ucitele Umeni Na Ostatnich Skolach";1.2414;26815.3901;22796.9285;24351.0972;28936.2387;30651.3689;26900.983;2.49;4.9;2.97;173.7271;"2355";"2355 Lektori a ucitele umeni na ostatnich skolach";"Verejna_sfera"
"87";"Porodni Asistentky Bez Specializace";1.2264;26694.6219;22262.0395;23049.334;29720.8595;33116.8855;27348.8155;6.58;11.46;6.37;169.4823;"3222";"3222 Porodni asistentky bez specializace";"Soukroma_sfera"
"386";"Technici Provozu ICT, Technici Programatori";1.2042;26513.3756;19638.5;22730.2853;30680.5179;35837.675;27364.3584;4.87;19.03;6.19;173.9557;"3511";"3511 Technici provozu ICT, technici programatori";"Verejna_sfera"
"120";"Operatori Telefonnich Panelu";1.1927;21751.8415;12236;16670.8789;27492.8639;32606.6638;22625.5512;18.42;3.79;6.41;168.2658;"4223";"4223 Operatori telefonnich panelu";"Soukroma_sfera"
"173";"Pracovnici Konecne Upravy Tisku A Vazaci Knih";1.1917;22922.2123;14805.084;18048.3819;26711.1619;31807.2851;23038.4493;16.32;6.04;6.55;172.456;"7323";"7323 Pracovnici konecne upravy tisku a vazaci knih";"Soukroma_sfera"
"461";"Obsluha Stroju V Pradelnach A Cistirnach";1.1576;14671.8333;12471.7467;13587.3333;16127.6285;17719.0359;14994.9943;4.05;13.84;6.71;174.2696;"8157";"8157 Obsluha stroju v pradelnach a cistirnach";"Verejna_sfera"
"137";"Kosmetici A Pracovnici V Pribuznych Oborech";1.1486;17449.7608;10308.0415;12525.6666;22808.3752;27151.9319;18641.8399;9.29;3.05;6.92;174.7135;"5142";"5142 Kosmetici a pracovnici v pribuznych oborech";"Soukroma_sfera"
"92";"Zprostredkovatele Financnich Transakci A Financni Makleri";1.1465;29399.7855;21339.9157;24060.7081;42399.8079;73012.6662;41381.7758;17.96;0.41;7.16;172.6167;"3311";"3311 Zprostredkovatele financnich transakci a financni makleri ";"Soukroma_sfera"
"355";"Odborni Pracovnici V Oblasti Rehabilitace";1.1463;26567.7289;20808.188;23564.5743;29203.2554;32633.2562;26619.9448;3.32;9.43;6.62;174.9035;"3255";"3255 Odborni pracovnici v oblasti rehabilitace";"Verejna_sfera"
"267";"Biologove, Botanici, Zoologove A Pribuzni Specialiste";1.1438;32541.0202;22162.3532;26155.2957;41118.8583;51216.9577;35172.1877;5.65;18.07;6.59;176.5715;"2131";"2131 Biologove, botanici, zoologove a pribuzni specialiste";"Verejna_sfera"
"17";"Ridici Pracovnici Knihoven, Muzei, V Oblasti Prava A Bezpecnosti A V Dalsich Oblastech";1.1353;42550.9413;17993.0946;24728.0415;63372.3292;104297.6705;58739.2934;24.66;2.18;6.44;170.8783;"1349";"1349 ridici pracovnici knihoven, muzei, v oblasti prava a bezpecnosti a v dalsich oblastech";"Soukroma_sfera"
"181";"Ochutnavaci, Degustatori A Kontrolori Kvality Potravin A Napoju A Pribuzni Pracovnici";1.135;21241.5821;12040.7222;12415.4393;28776.4367;34626.2434;22637.7606;10.15;5.25;7.72;173.755;"7515";"7515 Ochutnavaci, degustatori a kontrolori kvality potravin a napoju a pribuzni pracovnici";"Soukroma_sfera"
"479";"Pomocni Manipulacni Pracovnici (krome Vyroby)";1.0991;16038.5;11623.8333;13965.7777;18533.6525;21031.0451;16392.4483;3.55;14.28;6.43;175.9152;"9333";"9333 Pomocni manipulacni pracovnici (krome vyroby)";"Verejna_sfera"
"34";"Inzenyri V Oblasti Elektronickych Komunikaci (vcetne Radiokomunikaci)";1.0605;44240.9637;30738.9166;37387.5505;79658.2795;109605.1215;59162.461;15.09;4.4;5.63;172.5282;"2153";"2153 Inzenyri v oblasti elektronickych komunikaci (vcetne radiokomunikaci)";"Soukroma_sfera"
"108";"Sefkuchari A Sefcukrari";1.0547;22874.9723;12089.1505;15793.2507;30346.6778;43645.8439;26311.4364;15.47;2.77;5.25;174.9686;"3434";"3434 sefkuchari a sefcukrari";"Soukroma_sfera"
"83";"Technici A Asistenti Pro Obsluhu Lekarskych Zarizeni";1.0434;28496.5394;21347.5762;24519.3696;35306.6539;44092.9008;30878.63;12.13;10.91;7.5;179.8284;"3211";"3211 Technici a asistenti pro obsluhu lekarskych zarizeni";"Soukroma_sfera"
"481";"Pomocnici V Kuchyni";1.0189;13309.6666;11642.6666;12414.849;14648.3483;16964.3333;13889.0513;3.29;7.78;3.73;174.8352;"9412";"9412 Pomocnici v kuchyni";"Verejna_sfera"
"426";"Pokladnici A Prodavaci Vstupenek A Jizdenek";1.0163;20069.1666;15083.8677;16905.5366;23924.4828;27288.926;20774.697;5.62;14.63;5.96;173.4586;"5230";"5230 Pokladnici a prodavaci vstupenek a jizdenek";"Verejna_sfera"
"255";"Ridici Pracovnici V Socialni Oblasti (krome Pece O Seniory)";1.01;38892.7525;30253.1105;33559.2707;50288.2463;65453.3781;43449.8625;8.5;26.83;6.19;175.4274;"1344";"1344 ridici pracovnici v socialni oblasti (krome pece o seniory)";"Verejna_sfera"
"240";"Nejvyssi Predstavitele Spolecnosti (kr.politickych,zajmovych A Pribuznych Organizaci)";1.0076;51264.1837;29092.3244;39839.871;66255.2147;83498.8501;55773.1682;15.4;33.08;6.52;173.486;"1120";"1120 Nejvyssi predstavitele spolecnosti (kr.politickych,zajmovych a pribuznych organizaci)";"Verejna_sfera"
"55";"Specialiste V Oblasti Pocitacovych Siti (krome Spravcu)";1.0044;52629.5354;29462.8117;38084.6363;77307.9403;95571.768;59955.1564;15.57;4.35;5.79;171.9685;"2523";"2523 Specialiste v oblasti pocitacovych siti (krome spravcu)";"Soukroma_sfera"
"376";"Pracovnici Verejne Spravy V Oblasti Statnich Regulaci Jinde Neuvedeni";0.9818;31309.0041;22576.8771;25931.2868;41975.6632;48500.9288;33889.5042;8.71;18.72;6.04;174.8089;"3359";"3359 Pracovnici verejne spravy v oblasti statnich regulaci jinde neuvedeni";"Verejna_sfera"
"436";"Zahradnici A Pestitele V Zahradnickych Skolkach";0.9798;17765.9419;13597.8333;15255.9744;21004.8471;24556.5334;18614.5251;5.84;13.89;6.18;176.3602;"6113";"6113 Zahradnici a pestitele v zahradnickych skolkach";"Verejna_sfera"
"270";"Specialiste V Oblasti Prumysloveho Inzenyrstvi A V Pribuznych Oblastech";0.9772;34477.7028;24828.4269;28949.851;41395.2653;49400.5733;36387.2871;9;20.13;6.58;174.1196;"2141";"2141 Specialiste v oblasti prumysloveho inzenyrstvi a v pribuznych oblastech";"Verejna_sfera"
"486";"Pomocni Pracovnici Udrzby Budov A Souvisejicich Prostor";0.9393;16296.5;10705.3333;12961.0673;19963.2584;23177.9583;16848.6946;4.05;12.71;6.03;176.0662;"9622";"9622 Pomocni pracovnici udrzby budov a souvisejicich prostor";"Verejna_sfera"
"440";"Ostatni Remeslnici A Kvalifikovani Pracovnici Hlavni Stavebni Vyroby";0.9343;20630.7681;15508.3333;17782.5952;23593.4234;26817.8339;21113.6656;5.87;18.13;3.56;178.1702;"7119";"7119 Ostatni remeslnici a kvalifikovani pracovnici hlavni stavebni vyroby";"Verejna_sfera"
"171";"Pracovnici Pripravy Tisku";0.9238;21678.3166;10574.3687;12280.9903;27228.1832;31570.4741;21175.8425;16.87;4.16;6.78;170.0787;"7321";"7321 Pracovnici pripravy tisku";"Soukroma_sfera"
"353";"Porodni Asistentky Bez Specializace";0.8967;29925.0704;23486.726;26473.9763;33355.1788;36798.4755;30119.9672;1.44;18.67;6.31;168.9337;"3222";"3222 Porodni asistentky bez specializace";"Verejna_sfera"
"64";"Reziseri, Dramaturgove, Produkcni A Pribuzni Specialiste";0.8598;32780.4854;10320.0428;13182.9147;44353.4368;61097.0321;35322.6964;7.68;2.96;6.04;179.5127;"2654";"2654 Reziseri, dramaturgove, produkcni a pribuzni specialiste";"Soukroma_sfera"
"412";"Personalni Referenti";0.8485;28254.129;19928.0724;23652.898;33358.6428;39939.2156;29413.3473;7.99;18.87;6.57;174.0966;"4416";"4416 Personalni referenti";"Verejna_sfera"
"202";"Obsluha Stroju A Zarizeni Na Vyrobu A Zpracovani Papiru";0.8439;26792.6874;16310.4892;21488.405;32883.2218;38844.2978;27495.2639;19.3;5.7;7.58;170.6149;"8171";"8171 Obsluha stroju a zarizeni na vyrobu a zpracovani papiru";"Soukroma_sfera"
"291";"Ucitele Na Vysokych A Vyssich Odbornych Skolach";0.8383;31111.4022;24824.0345;27604.7386;37151.2921;43665.0555;33156.2626;2.39;13.96;5.66;174.1058;"2310";"2310 Ucitele na vysokych a vyssich odbornych skolach";"Verejna_sfera"
"15";"Ridici Pracovnici V Oblasti Vzdelavani";0.8342;43269.9593;26540.7962;33639.4771;57825.6005;86645.4222;51620.3661;24.09;4.7;6.13;173.4729;"1345";"1345 ridici pracovnici v oblasti vzdelavani";"Soukroma_sfera"
"388";"Technici Pocitacovych Siti A Systemu";0.821;28953.4148;21428.7635;24935.2624;33398.0273;39139.7401;29793.4943;6.24;19.89;6.15;174.2318;"3513";"3513 Technici pocitacovych siti a systemu";"Verejna_sfera"
"405";"Urednici V Oblasti Statistiky, Financnictvi A Pojistovnictvi";0.8193;22211.5968;16555.9713;19019.1527;27582.8501;34517.1467;24193.805;4.96;13.2;6.61;174.0141;"4312";"4312 urednici v oblasti statistiky, financnictvi a pojistovnictvi";"Verejna_sfera"
"366";"Obchodni,reklamacni Referenti,pracovnici Propagace,reklamy,ostatni Zprostredkovatele";0.8172;24281.9452;17551.8119;20392.4493;27957.8963;32898.4637;24806.0367;6.65;17.06;5.89;174.4398;"3339";"3339 Obchodni,reklamacni referenti,pracovnici propagace,reklamy,ostatni zprostredkovatele";"Verejna_sfera"
"221";"Pomocni Pracovnici V Oblasti Tezby";0.8079;22983.7067;17334.8713;19952.58;24877.4478;27864.6642;22808.7051;13.69;9.34;9.59;165.6418;"9311";"9311 Pomocni pracovnici v oblasti tezby";"Soukroma_sfera"
"287";"Fyzioterapeuti Specialiste";0.8079;27021.1075;21634.7152;24369.0768;29952.987;34229.9007;27694.4734;3.83;10.3;6.68;174.7784;"2264";"2264 Fyzioterapeuti specialiste";"Verejna_sfera"
"306";"Specialiste V Oblasti Personalniho Rizeni";0.7912;31445.0813;24119.5457;28164.4195;38387.7607;45696.3707;33976.6624;7.18;20.3;7.24;175.0371;"2423";"2423 Specialiste v oblasti personalniho rizeni";"Verejna_sfera"
"46";"Specialiste V Oblasti Vzdelavani A Rozvoje Lidskych Zdroju";0.7714;45304.6493;29525.9899;35165.5217;66075.42;88317.5983;54269.7339;17.78;3.82;6.1;170.2317;"2424";"2424 Specialiste v oblasti vzdelavani a rozvoje lidskych zdroju";"Soukroma_sfera"
"168";"Mechanici A Opravari Leteckych Motoru A Zarizeni";0.7687;36428.509;23164.8712;28778.3397;46265.9378;57653.2717;37962.128;7.83;8.26;8.43;176.3111;"7232";"7232 Mechanici a opravari leteckych motoru a zarizeni";"Soukroma_sfera"
"81";"Technici V Oblasti Lesnictvi A Myslivosti";0.7654;24954.5181;15193.9943;19966.6402;31835.9307;38793.677;26487.4072;22.28;0.35;6.89;170.7602;"3143";"3143 Technici v oblasti lesnictvi a myslivosti";"Soukroma_sfera"
"310";"Systemovi Analytici";0.755;34402.9834;26253.725;30135.3901;40133.9165;47644.4464;36147.4981;7.56;20.04;6.39;174.1453;"2511";"2511 Systemovi analytici";"Verejna_sfera"
"309";"Specialiste Pro Styk S Verejnosti";0.7519;28235.6439;17798.5;21280.4123;37870.9231;47008.1765;30719.9968;8.72;20.19;6.43;174.1918;"2432";"2432 Specialiste pro styk s verejnosti";"Verejna_sfera"
"462";"Obsluha Parnich Turbin, Kotlu A Pribuznych Zarizeni";0.7504;20837.7308;15429.3333;17824.4596;24481.1689;28020.9765;21363.8046;2.47;22.05;6.74;175.9312;"8182";"8182 Obsluha parnich turbin, kotlu a pribuznych zarizeni";"Verejna_sfera"
"286";"Specialiste V Oblasti Ochrany Verejneho Zdravi";0.7464;35015.4557;23519.3564;26482.8658;42323.2028;49780.071;35745.1213;7.11;20.36;7.51;173.6482;"2263";"2263 Specialiste v oblasti ochrany verejneho zdravi";"Verejna_sfera"
"423";"Chovatele A Osetrovatele Zvirat V Zarizenich Urcenych Pro Chov A Pribuzni Pracovnici";0.7115;21006.587;15478;17950.4041;24604.2546;28800.1219;21704.0969;5.04;19.64;7.74;177.09;"5164";"5164 Chovatele a osetrovatele zvirat v zarizenich urcenych pro chov a pribuzni pracovnici";"Verejna_sfera"
"242";"Ridici Pracovnici V Oblasti Lidskych Zdroju";0.7056;37887.0861;30631.5377;33302.0815;46312.2934;65486.7192;42968.8561;10.33;25.77;6.34;176.1965;"1212";"1212 ridici pracovnici v oblasti lidskych zdroju";"Verejna_sfera"
"122";"Pracovnici V Informacnich Kancelarich";0.7038;20233.322;16554.3907;18422.0917;23377.7097;30348.8133;21687.5782;7.74;6.46;8.23;170.4549;"4225";"4225 Pracovnici v informacnich kancelarich";"Soukroma_sfera"
"445";"Mechanici A Opravari Motorovych Vozidel";0.6849;22261.7585;18529;20430.9082;24478.2323;27441.0342;22624.0575;4.45;18.19;5.71;175.5541;"7231";"7231 Mechanici a opravari motorovych vozidel";"Verejna_sfera"
"408";"Pracovnici V Doprave A Preprave";0.6788;28398.6469;22107.4775;25215.7578;32442.2099;36642.4177;28966.7079;5.3;22.89;6.08;176.1655;"4323";"4323 Pracovnici v doprave a preprave";"Verejna_sfera"
"361";"Odborni Pracovnici V Oblasti Matematiky, Statistiky A Pojistne Matematiky";0.6729;26908.4465;22961.7265;24803.748;28684.1294;31859.8802;27272.7604;9.96;10.51;6.16;174.1069;"3314";"3314 Odborni pracovnici v oblasti matematiky, statistiky a pojistne matematiky";"Verejna_sfera"
